Provience,City,CompanyShortName,IndustryField,Upper class of industry
江西,景德镇市,上海网萌电子商务有限公司,电子商务,IT技术
江西,景德镇市,格林豪泰酒店（中国）有限公司,生活服务,生活服务
江西,景德镇市,深圳硬虎营网络科技有限公司,移动互联网 · O2O,IT技术
江西,景德镇市,杭州求是同创网络科技有限公司,移动互联网 · O2O,IT技术
江西,景德镇市,深圳市壹捌无线科技有限公司,移动互联网,IT技术
