Provience,City,CompanyShortName,IndustryField,Upper class of industry
河北,承德市,广州天维信息技术有限公司,金融 · 数据服务,"IT技术,金融财经"
河北,承德市,长沙创居网络科技有限公司,移动互联网 · O2O,IT技术
