Provience,City,CompanyShortName,IndustryField,Upper class of industry
吉林,四平市,深圳市壹捌无线科技有限公司,移动互联网,IT技术
吉林,四平市,上海普景信息科技有限公司,移动互联网 · O2O,IT技术
