Provience,City,CompanyShortName,IndustryField,Upper class of industry
山西,晋中市,北京和创未来网络科技有限公司,电子商务 · 金融,"IT技术,金融财经"
山西,晋中市,北京中赫恒联网络科技有限公司,电子商务,IT技术
