Provience,City,CompanyShortName,IndustryField,Upper class of industry
山西,运城市,江苏中南建设集团股份有限公司,金融 · 其他,金融财经
山西,运城市,北京盒子鱼教育科技有限公司,移动互联网 · 教育,"IT技术,生活服务"
山西,运城市,北京壹号车科技有限公司山西分公司,金融,金融财经
