Provience,City,CompanyShortName,IndustryField,Upper class of industry
河南,信阳市,上海阿特门计算机技术有限公司,移动互联网 · 电子商务,IT技术
河南,信阳市,深圳市壹捌无线科技有限公司,移动互联网,IT技术
