Provience,City,CompanyShortName,IndustryField,Upper class of industry
四川,雅安市,深圳市壹捌无线科技有限公司,移动互联网,IT技术
四川,雅安市,北京壹号车科技有限公司四川分公司,电子商务 · O2O,IT技术
