Provience,City,CompanyShortName,IndustryField,Upper class of industry
安徽,淮北市,合肥优尔电子科技有限公司,企业服务 · 信息安全,IT技术
安徽,淮北市,深圳市壹捌无线科技有限公司,移动互联网,IT技术
